"","X.2","X.1","X","pageurl","eid","mid","event_name","event_org","event_date","event_place","f1pageurl","f2pageurl","f1name","f2name","f1result","f2result","f1fid","f2fid","method","method_d","ref","round","time","year","f1BackGround","f2BackGround","f1win","f2win","value","minutos_de_luta","winner_style","mach_vector"
"2313",2313,2313,2313,"/events/UFC-183-Silva-vs-Diaz-39291",39291,4,"UFC 183 - Silva vs. Diaz","Ultimate Fighting Championship","1/31/2015","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/John-Lineker-41906","/fighter/Ian-McCall-5001","John Lineker","Ian McCall","win","loss",41906,5001,"Decision","Unanimous","John McCarthy",3,"5:00",2015,"Boxing","Kung Fu",1,0,1,15,"Boxing","Boxing vs Kung Fu"
"2314",2314,2314,2314,"/events/UFC-183-Silva-vs-Diaz-39291",39291,3,"UFC 183 - Silva vs. Diaz","Ultimate Fighting Championship","1/31/2015","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Rafael-Natal-13968","/fighter/Tom-Watson-15179","Rafael Natal","Tom Watson","win","loss",13968,15179,"Decision","Unanimous","Mark Smith",3,"5:00",2015,"Brazilian Jiu Jitsu","Muay Thai",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Muay Thai"
"2315",2315,2315,2315,"/events/UFC-Fight-Night-60-Henderson-vs-Thatch-42065",42065,9,"UFC Fight Night 60 - Henderson vs. Thatch","Ultimate Fighting Championship","2/14/2015","1stBank Center, Broomfield, Colorado, United States","/fighter/Max-Holloway-38671","/fighter/Cole-Miller-13133","Max Holloway","Cole Miller","win","loss",38671,13133,"Decision","Unanimous","Adam Martinez",3,"5:00",2015,"Kickboxing","Brazilian Jiu Jitsu",1,0,1,15,"Kickboxing","Brazilian Jiu Jitsu vs Kickboxing"
"2316",2316,2316,2316,"/events/UFC-Fight-Night-60-Henderson-vs-Thatch-42065",42065,7,"UFC Fight Night 60 - Henderson vs. Thatch","Ultimate Fighting Championship","2/14/2015","1stBank Center, Broomfield, Colorado, United States","/fighter/Daniel-Kelly-49516","/fighter/Patrick-Walsh-67971","Daniel Kelly","Patrick Walsh","win","loss",49516,67971,"Decision","Unanimous","Tom Johnson",3,"5:00",2015,"Judo","MMA",1,0,1,15,"Judo","Judo vs MMA"
"2317",2317,2317,2317,"/events/UFC-Fight-Night-60-Henderson-vs-Thatch-42065",42065,6,"UFC Fight Night 60 - Henderson vs. Thatch","Ultimate Fighting Championship","2/14/2015","1stBank Center, Broomfield, Colorado, United States","/fighter/Kevin-Lee-84342","/fighter/Michel-Richard-Cunha-dos-Prazeres-22218","Kevin Lee","Michel Richard Cunha dos Prazeres","win","loss",84342,22218,"Decision","Unanimous","Tim Mills",3,"5:00",2015,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"2318",2318,2318,2318,"/events/UFC-Fight-Night-60-Henderson-vs-Thatch-42065",42065,2,"UFC Fight Night 60 - Henderson vs. Thatch","Ultimate Fighting Championship","2/14/2015","1stBank Center, Broomfield, Colorado, United States","/fighter/Zach-Makovsky-20522","/fighter/Tim-Elliott-49213","Zach Makovsky","Tim Elliott","win","loss",20522,49213,"Decision","Unanimous","Tom Johnson",3,"5:00",2015,"Wrestling","Wrestling",1,0,1,15,"Wrestling","Wrestling vs Wrestling"
"2319",2319,2319,2319,"/events/UFC-Fight-Night-61-Bigfoot-vs-Mir-38843",38843,10,"UFC Fight Night 61 - Bigfoot vs. Mir","Ultimate Fighting Championship","2/22/2015","Gigantinho Gymnasium, Porto Alegre, Rio Grande do Sul, Brazil","/fighter/Michael-Johnson-68788","/fighter/Edson-Barboza-46259","Michael Johnson","Edson Barboza","win","loss",68788,46259,"Decision","Unanimous","Leon Roberts",3,"5:00",2015,"Wrestling","Muay Thai",1,0,1,15,"Wrestling","Muay Thai vs Wrestling"
"2320",2320,2320,2320,"/events/UFC-Fight-Night-61-Bigfoot-vs-Mir-38843",38843,8,"UFC Fight Night 61 - Bigfoot vs. Mir","Ultimate Fighting Championship","2/22/2015","Gigantinho Gymnasium, Porto Alegre, Rio Grande do Sul, Brazil","/fighter/Adriano-Martins-9907","/fighter/Rustam-Khabilov-45417","Adriano Martins","Rustam Khabilov","win","loss",9907,45417,"Decision","Split","Leon Roberts",3,"5:00",2015,"Brazilian Jiu Jitsu","Wrestling",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Wrestling"
"2321",2321,2321,2321,"/events/UFC-Fight-Night-61-Bigfoot-vs-Mir-38843",38843,7,"UFC Fight Night 61 - Bigfoot vs. Mir","Ultimate Fighting Championship","2/22/2015","Gigantinho Gymnasium, Porto Alegre, Rio Grande do Sul, Brazil","/fighter/Frankie-Saenz-55410","/fighter/Iuri-Alcantara-16129","Frankie Saenz","Iuri Alcantara","win","loss",55410,16129,"Decision","Unanimous","Mario Yamasaki",3,"5:00",2015,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"2322",2322,2322,2322,"/events/UFC-Fight-Night-61-Bigfoot-vs-Mir-38843",38843,6,"UFC Fight Night 61 - Bigfoot vs. Mir","Ultimate Fighting Championship","2/22/2015","Gigantinho Gymnasium, Porto Alegre, Rio Grande do Sul, Brazil","/fighter/Santiago-Ponzinibbio-64593","/fighter/Sean-Strickland-30452","Santiago Ponzinibbio","Sean Strickland","win","loss",64593,30452,"Decision","Unanimous","Wernei Cardoso",3,"5:00",2015,"Kickboxing","MMA",1,0,1,15,"Kickboxing","Kickboxing vs MMA"
"2323",2323,2323,2323,"/events/UFC-Fight-Night-61-Bigfoot-vs-Mir-38843",38843,2,"UFC Fight Night 61 - Bigfoot vs. Mir","Ultimate Fighting Championship","2/22/2015","Gigantinho Gymnasium, Porto Alegre, Rio Grande do Sul, Brazil","/fighter/Douglas-Silva-de-Andrade-87981","/fighter/Cody-Gibson-38903","Douglas Silva de Andrade","Cody Gibson","win","loss",87981,38903,"Decision","Unanimous","Camila Albuquerque",3,"5:00",2015,"Boxing","Brazilian Jiu Jitsu",1,0,1,15,"Boxing","Boxing vs Brazilian Jiu Jitsu"
"2324",2324,2324,2324,"/events/UFC-184-Rousey-vs-Zingano-41893",41893,10,"UFC 184 - Rousey vs. Zingano","Ultimate Fighting Championship","2/28/2015","Staples Center, Los Angeles, California, United States","/fighter/Holly-Holm-75125","/fighter/Raquel-Pennington-75564","Holly Holm","Raquel Pennington","win","loss",75125,75564,"Decision","Split","Herb Dean",3,"5:00",2015,"Boxing","Boxing",1,0,1,15,"Boxing","Boxing vs Boxing"
"2325",2325,2325,2325,"/events/UFC-184-Rousey-vs-Zingano-41893",41893,2,"UFC 184 - Rousey vs. Zingano","Ultimate Fighting Championship","2/28/2015","Staples Center, Los Angeles, California, United States","/fighter/Valmir-Lazaro-22216","/fighter/James-Krause-31766","Valmir Lazaro","James Krause","win","loss",22216,31766,"Decision","Split","John McCarthy",3,"5:00",2015,"MMA","Brazilian Jiu Jitsu",1,0,1,15,"MMA","Brazilian Jiu Jitsu vs MMA"
"2326",2326,2326,2326,"/events/UFC-185-Pettis-vs-Dos-Anjos-42183",42183,12,"UFC 185 - Pettis vs. Dos Anjos","Ultimate Fighting Championship","3/14/2015","American Airlines Center, Dallas, Texas, United States","/fighter/Rafael-dos-Anjos-11675","/fighter/Anthony-Pettis-26627","Rafael dos Anjos","Anthony Pettis","win","loss",11675,26627,"Decision","Unanimous","Dan Miragliotta",5,"5:00",2015,"Muay Thai","Taekwondo",1,0,1,25,"Muay Thai","Muay Thai vs Taekwondo"
"2327",2327,2327,2327,"/events/UFC-185-Pettis-vs-Dos-Anjos-42183",42183,10,"UFC 185 - Pettis vs. Dos Anjos","Ultimate Fighting Championship","3/14/2015","American Airlines Center, Dallas, Texas, United States","/fighter/Johny-Hendricks-24539","/fighter/Matt-Brown-14310","Johny Hendricks","Matt Brown","win","loss",24539,14310,"Decision","Unanimous","Kerry Hatley",3,"5:00",2015,"Wrestling","Judo",1,0,1,15,"Wrestling","Judo vs Wrestling"
"2328",2328,2328,2328,"/events/UFC-185-Pettis-vs-Dos-Anjos-42183",42183,9,"UFC 185 - Pettis vs. Dos Anjos","Ultimate Fighting Championship","3/14/2015","American Airlines Center, Dallas, Texas, United States","/fighter/Alistair-Overeem-461","/fighter/Roy-Nelson-10249","Alistair Overeem","Roy Nelson","win","loss",461,10249,"Decision","Unanimous","Herb Dean",3,"5:00",2015,"Kickboxing","Boxing",1,0,1,15,"Kickboxing","Boxing vs Kickboxing"
"2329",2329,2329,2329,"/events/UFC-185-Pettis-vs-Dos-Anjos-42183",42183,8,"UFC 185 - Pettis vs. Dos Anjos","Ultimate Fighting Championship","3/14/2015","American Airlines Center, Dallas, Texas, United States","/fighter/Henry-Cejudo-125297","/fighter/Chris-Cariaso-16467","Henry Cejudo","Chris Cariaso","win","loss",125297,16467,"Decision","Unanimous","Herb Dean",3,"5:00",2015,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"2330",2330,2330,2330,"/events/UFC-Fight-Night-62-Maia-vs-LaFlare-42185",42185,12,"UFC Fight Night 62 - Maia vs. LaFlare","Ultimate Fighting Championship","3/21/2015","Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil","/fighter/Demian-Maia-14637","/fighter/Ryan-LaFlare-34409","Demian Maia","Ryan LaFlare","win","loss",14637,34409,"Decision","Unanimous","John McCarthy",5,"5:00",2015,"Brazilian Jiu Jitsu","Kickboxing",1,0,1,25,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Kickboxing"
"2331",2331,2331,2331,"/events/UFC-Fight-Night-62-Maia-vs-LaFlare-42185",42185,6,"UFC Fight Night 62 - Maia vs. LaFlare","Ultimate Fighting Championship","3/21/2015","Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil","/fighter/Francisco-Trinaldo-31103","/fighter/Akbarh-Arreola-6120","Francisco Trinaldo","Akbarh Arreola","win","loss",31103,6120,"Decision","Unanimous","John McCarthy",3,"5:00",2015,"Kickboxing","Brazilian Jiu Jitsu",1,0,1,15,"Kickboxing","Brazilian Jiu Jitsu vs Kickboxing"
"2332",2332,2332,2332,"/events/UFC-Fight-Night-63-Mendes-vs-Lamas-42187",42187,9,"UFC Fight Night 63 - Mendes vs. Lamas","Ultimate Fighting Championship","4/4/2015","Patriot Center, Fairfax, Virginia, United States","/fighter/Al-Iaquinta-42817","/fighter/Jorge-Masvidal-7688","Al Iaquinta","Jorge Masvidal","win","loss",42817,7688,"Decision","Split","Keith Peterson",3,"5:00",2015,"Kickboxing","Boxing",1,0,1,15,"Kickboxing","Boxing vs Kickboxing"
"2333",2333,2333,2333,"/events/UFC-Fight-Night-63-Mendes-vs-Lamas-42187",42187,8,"UFC Fight Night 63 - Mendes vs. Lamas","Ultimate Fighting Championship","4/4/2015","Patriot Center, Fairfax, Virginia, United States","/fighter/Michael-Chiesa-46224","/fighter/Mitch-Clarke-22556","Michael Chiesa","Mitch Clarke","win","loss",46224,22556,"Decision","Unanimous","Dan Miragliotta",3,"5:00",2015,"Boxing","Brazilian Jiu Jitsu",1,0,1,15,"Boxing","Boxing vs Brazilian Jiu Jitsu"
"2334",2334,2334,2334,"/events/UFC-Fight-Night-63-Mendes-vs-Lamas-42187",42187,6,"UFC Fight Night 63 - Mendes vs. Lamas","Ultimate Fighting Championship","4/4/2015","Patriot Center, Fairfax, Virginia, United States","/fighter/Clay-Guida-8184","/fighter/Robbie-Peralta-21339","Clay Guida","Robbie Peralta","win","loss",8184,21339,"Decision","Unanimous","Mike King",3,"5:00",2015,"Wrestling","Taekwondo",1,0,1,15,"Wrestling","Taekwondo vs Wrestling"
"2335",2335,2335,2335,"/events/UFC-Fight-Night-63-Mendes-vs-Lamas-42187",42187,4,"UFC Fight Night 63 - Mendes vs. Lamas","Ultimate Fighting Championship","4/4/2015","Patriot Center, Fairfax, Virginia, United States","/fighter/Liz-Carmouche-67007","/fighter/Lauren-Murphy-66725","Liz Carmouche","Lauren Murphy","win","loss",67007,66725,"Decision","Unanimous","Keith Peterson",3,"5:00",2015,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"2336",2336,2336,2336,"/events/UFC-Fight-Night-63-Mendes-vs-Lamas-42187",42187,3,"UFC Fight Night 63 - Mendes vs. Lamas","Ultimate Fighting Championship","4/4/2015","Patriot Center, Fairfax, Virginia, United States","/fighter/Alexander-Yakovlev-10846","/fighter/Gray-Maynard-15835","Alexander Yakovlev","Gray Maynard","win","loss",10846,15835,"Decision","Unanimous","Dan Miragliotta",3,"5:00",2015,"Russian Sambo","Boxing",1,0,1,15,"Russian Sambo","Boxing vs Russian Sambo"
"2337",2337,2337,2337,"/events/UFC-Fight-Night-64-Gonzaga-vs-Cro-Cop-2-42189",42189,11,"UFC Fight Night 64 - Gonzaga vs. Cro Cop 2","Ultimate Fighting Championship","4/11/2015","Krakow Arena, Krakow, Lesser Poland, Poland","/fighter/Jimi-Manuwa-37528","/fighter/Jan-Blachowicz-25821","Jimi Manuwa","Jan Blachowicz","win","loss",37528,25821,"Decision","Unanimous","Marc Goddard",3,"5:00",2015,"Boxing","Brazilian Jiu Jitsu",1,0,1,15,"Boxing","Boxing vs Brazilian Jiu Jitsu"
"2338",2338,2338,2338,"/events/UFC-Fight-Night-64-Gonzaga-vs-Cro-Cop-2-42189",42189,10,"UFC Fight Night 64 - Gonzaga vs. Cro Cop 2","Ultimate Fighting Championship","4/11/2015","Krakow Arena, Krakow, Lesser Poland, Poland","/fighter/Pawel-Pawlak-65543","/fighter/Sheldon-Westcott-23648","Pawel Pawlak","Sheldon Westcott","win","loss",65543,23648,"Decision","Unanimous","Grant Waterman",3,"5:00",2015,"MMA","MMA",1,0,1,15,"MMA","MMA vs MMA"
"2339",2339,2339,2339,"/events/UFC-Fight-Night-64-Gonzaga-vs-Cro-Cop-2-42189",42189,7,"UFC Fight Night 64 - Gonzaga vs. Cro Cop 2","Ultimate Fighting Championship","4/11/2015","Krakow Arena, Krakow, Lesser Poland, Poland","/fighter/Bartosz-Fabinski-87101","/fighter/Garreth-McLellan-71237","Bartosz Fabinski","Garreth McLellan","win","loss",87101,71237,"Decision","Unanimous","Marc Goddard",3,"5:00",2015,"MMA","Karate",1,0,1,15,"MMA","Karate vs MMA"
"2340",2340,2340,2340,"/events/UFC-Fight-Night-64-Gonzaga-vs-Cro-Cop-2-42189",42189,6,"UFC Fight Night 64 - Gonzaga vs. Cro Cop 2","Ultimate Fighting Championship","4/11/2015","Krakow Arena, Krakow, Lesser Poland, Poland","/fighter/Sergio-Moraes-21343","/fighter/Mickael-Lebout-81143","Sergio Moraes","Mickael Lebout","win","loss",21343,81143,"Decision","Unanimous","Marco Goddard",3,"5:00",2015,"Brazilian Jiu Jitsu","MMA",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs MMA"
"2341",2341,2341,2341,"/events/UFC-Fight-Night-64-Gonzaga-vs-Cro-Cop-2-42189",42189,4,"UFC Fight Night 64 - Gonzaga vs. Cro Cop 2","Ultimate Fighting Championship","4/11/2015","Krakow Arena, Krakow, Lesser Poland, Poland","/fighter/Anthony-Hamilton-58947","/fighter/Daniel-Omielanczuk-54303","Anthony Hamilton","Daniel Omielanczuk","win","loss",58947,54303,"Decision","Unanimous","Marc Goddard",3,"5:00",2015,"Brazilian Jiu Jitsu","MMA",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs MMA"
"2342",2342,2342,2342,"/events/UFC-on-Fox-15-Machida-vs-Rockhold-42191",42191,8,"UFC on Fox 15 - Machida vs. Rockhold","Ultimate Fighting Championship","4/18/2015","Prudential Center, Newark, New Jersey, United States","/fighter/Paige-VanZant-99019","/fighter/Felice-Herrig-42432","Paige VanZant","Felice Herrig","win","loss",99019,42432,"Decision","Unanimous","Vitor Ribeiro",3,"5:00",2015,"MMA","Muay Thai",1,0,1,15,"MMA","MMA vs Muay Thai"
"2343",2343,2343,2343,"/events/UFC-on-Fox-15-Machida-vs-Rockhold-42191",42191,7,"UFC on Fox 15 - Machida vs. Rockhold","Ultimate Fighting Championship","4/18/2015","Prudential Center, Newark, New Jersey, United States","/fighter/Beneil-Dariush-56583","/fighter/Jim-Miller-14463","Beneil Dariush","Jim Miller","win","loss",56583,14463,"Decision","Unanimous","Vitor Ribeiro",3,"5:00",2015,"Brazilian Jiu Jitsu","Wrestling",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Wrestling"
"2344",2344,2344,2344,"/events/UFC-on-Fox-15-Machida-vs-Rockhold-42191",42191,1,"UFC on Fox 15 - Machida vs. Rockhold","Ultimate Fighting Championship","4/18/2015","Prudential Center, Newark, New Jersey, United States","/fighter/Chris-Dempsey-79277","/fighter/Eddie-Gordon-66410","Chris Dempsey","Eddie Gordon","win","loss",79277,66410,"Decision","Split","Liam Kerrigan",3,"5:00",2015,"Wrestling","Boxing",1,0,1,15,"Wrestling","Boxing vs Wrestling"
"2345",2345,2345,2345,"/events/UFC-186-Johnson-vs-Horiguchi-42193",42193,11,"UFC 186 - Johnson vs. Horiguchi","Ultimate Fighting Championship","4/25/2015","Bell Centre, Montreal, Quebec, Canada","/fighter/Quinton-Jackson-348","/fighter/Fabio-Maldonado-16426","Quinton Jackson","Fabio Maldonado","win","loss",348,16426,"Decision","Unanimous","Marc Goddard",3,"5:00",2015,"Kickboxing","Boxing",1,0,1,15,"Kickboxing","Boxing vs Kickboxing"
"2346",2346,2346,2346,"/events/UFC-186-Johnson-vs-Horiguchi-42193",42193,10,"UFC 186 - Johnson vs. Horiguchi","Ultimate Fighting Championship","4/25/2015","Bell Centre, Montreal, Quebec, Canada","/fighter/Michael-Bisping-10196","/fighter/CB-Dollaway-22350","Michael Bisping","C.B. Dollaway","win","loss",10196,22350,"Decision","Unanimous","Jerin Valel",3,"5:00",2015,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"2347",2347,2347,2347,"/events/UFC-186-Johnson-vs-Horiguchi-42193",42193,7,"UFC 186 - Johnson vs. Horiguchi","Ultimate Fighting Championship","4/25/2015","Bell Centre, Montreal, Quebec, Canada","/fighter/Patrick-Cote-6612","/fighter/Joe-Riggs-2765","Patrick Cote","Joe Riggs","win","loss",6612,2765,"Decision","Unanimous","Marc Goddard",3,"5:00",2015,"Muay Thai","Brazilian Jiu Jitsu",1,0,1,15,"Muay Thai","Brazilian Jiu Jitsu vs Muay Thai"
"2348",2348,2348,2348,"/events/UFC-186-Johnson-vs-Horiguchi-42193",42193,5,"UFC 186 - Johnson vs. Horiguchi","Ultimate Fighting Championship","4/25/2015","Bell Centre, Montreal, Quebec, Canada","/fighter/Chad-Laprise-69681","/fighter/Bryan-Barberena-51471","Chad Laprise","Bryan Barberena","win","loss",69681,51471,"Decision","Unanimous","Philippe Chartier",3,"5:00",2015,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"2349",2349,2349,2349,"/events/UFC-186-Johnson-vs-Horiguchi-42193",42193,3,"UFC 186 - Johnson vs. Horiguchi","Ultimate Fighting Championship","4/25/2015","Bell Centre, Montreal, Quebec, Canada","/fighter/Nordine-Taleb-26261","/fighter/Chris-Clements-13469","Nordine Taleb","Chris Clements","win","loss",26261,13469,"Decision","Unanimous","Marc Goddard",3,"5:00",2015,"Muay Thai","Taekwondo",1,0,1,15,"Muay Thai","Muay Thai vs Taekwondo"
"2350",2350,2350,2350,"/events/UFC-186-Johnson-vs-Horiguchi-42193",42193,1,"UFC 186 - Johnson vs. Horiguchi","Ultimate Fighting Championship","4/25/2015","Bell Centre, Montreal, Quebec, Canada","/fighter/Randa-Markos-75417","/fighter/Aisling-Daly-25245","Randa Markos","Aisling Daly","win","loss",75417,25245,"Decision","Unanimous","Philippe Chartier",3,"5:00",2015,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"2351",2351,2351,2351,"/events/UFC-Fight-Night-65-Miocic-vs-Hunt-42195",42195,2,"UFC Fight Night 65 - Miocic vs. Hunt","Ultimate Fighting Championship","5/10/2015","Adelaide Entertainment Centre, Adelaide, South Australia, Australia","/fighter/Brendan-OReilly-52633","/fighter/Vik-Grujic-69858","Brendan O'Reilly","Vik Grujic","win","loss",52633,69858,"Decision","Unanimous","John Sharp",3,"5:00",2015,"Brazilian Jiu Jitsu","MMA",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs MMA"
"2352",2352,2352,2352,"/events/UFC-Fight-Night-66-Edgar-vs-Faber-42197",42197,12,"UFC Fight Night 66 - Edgar vs. Faber","Ultimate Fighting Championship","5/16/2015","Mall of Asia Arena, Pasay, Metro Manila, Philippines","/fighter/Frankie-Edgar-14204","/fighter/Urijah-Faber-8847","Frankie Edgar","Urijah Faber","win","loss",14204,8847,"Decision","Unanimous","Steve Perceval",5,"5:00",2015,"Wrestling","Wrestling",1,0,1,25,"Wrestling","Wrestling vs Wrestling"
"2353",2353,2353,2353,"/events/UFC-Fight-Night-66-Edgar-vs-Faber-42197",42197,11,"UFC Fight Night 66 - Edgar vs. Faber","Ultimate Fighting Championship","5/16/2015","Mall of Asia Arena, Pasay, Metro Manila, Philippines","/fighter/Gegard-Mousasi-7466","/fighter/Costas-Philippou-32432","Gegard Mousasi","Costas Philippou","win","loss",7466,32432,"Decision","Unanimous","Greg Kleynjans",3,"5:00",2015,"Kickboxing","Boxing",1,0,1,15,"Kickboxing","Boxing vs Kickboxing"
"2354",2354,2354,2354,"/events/UFC-Fight-Night-66-Edgar-vs-Faber-42197",42197,10,"UFC Fight Night 66 - Edgar vs. Faber","Ultimate Fighting Championship","5/16/2015","Mall of Asia Arena, Pasay, Metro Manila, Philippines","/fighter/Mark-Munoz-22411","/fighter/Luke-Barnatt-56567","Mark Munoz","Luke Barnatt","win","loss",22411,56567,"Decision","Unanimous","Terry Hill",3,"5:00",2015,"Wrestling","Wrestling",1,0,1,15,"Wrestling","Wrestling vs Wrestling"
"2355",2355,2355,2355,"/events/UFC-Fight-Night-66-Edgar-vs-Faber-42197",42197,8,"UFC Fight Night 66 - Edgar vs. Faber","Ultimate Fighting Championship","5/16/2015","Mall of Asia Arena, Pasay, Metro Manila, Philippines","/fighter/Phillipe-Nover-7415","/fighter/Yui-Chul-Nam-15987","Phillipe Nover","Yui Chul Nam","win","loss",7415,15987,"Decision","Split","Greg Kleynjans",3,"5:00",2015,"Brazilian Jiu Jitsu","Taekwondo",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Taekwondo"
"2356",2356,2356,2356,"/events/UFC-Fight-Night-66-Edgar-vs-Faber-42197",42197,7,"UFC Fight Night 66 - Edgar vs. Faber","Ultimate Fighting Championship","5/16/2015","Mall of Asia Arena, Pasay, Metro Manila, Philippines","/fighter/Levan-Makashvili-126881","/fighter/Mark-Eddiva-75370","Levan Makashvili","Mark Eddiva","win","loss",126881,75370,"Decision","Split","Terry Hill",3,"5:00",2015,"Wrestling","MMA",1,0,1,15,"Wrestling","MMA vs Wrestling"
"2357",2357,2357,2357,"/events/UFC-Fight-Night-66-Edgar-vs-Faber-42197",42197,5,"UFC Fight Night 66 - Edgar vs. Faber","Ultimate Fighting Championship","5/16/2015","Mall of Asia Arena, Pasay, Metro Manila, Philippines","/fighter/Kajan-Johnson-5615","/fighter/Lipeng-Zhang-50416","Kajan Johnson","Lipeng Zhang","win","loss",5615,50416,"Decision","Unanimous","Greg Kleynjans",3,"5:00",2015,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
